"","wage","education","experience","ethnicity","smsa","south","age","nearcollege","nearcollege2","nearcollege4","enrolled","married","education66","smsa66","south66","feducation","meducation","fameducation","kww","iq","parents14","library14"
"231",588,16,3,"other","yes","no",25,"yes","yes","public","no","no",9,"yes","no",12,12,"3",29,117,"both","yes"
"232",600,12,9,"other","yes","no",27,"yes","yes","public","no","no",10,"yes","no",17,16,"1",24,105,"both","yes"
"233",500,16,8,"other","yes","no",30,"yes","yes","public","yes","yes",12,"no","no",6,10.25,"9",43,NA,"other","no"
"234",440,12,15,"afam","yes","no",33,"yes","yes","public","no","yes",12,"yes","no",8,8,"8",18,94,"both","no"
"235",467,18,2,"other","yes","yes",26,"yes","no","private","yes","no",11,"yes","no",13,16,"1",43,139,"both","yes"
"236",929,17,6,"other","yes","no",29,"yes","no","private","no","yes",13,"yes","no",14,12,"2",41,91,"both","yes"
"237",556,16,5,"other","yes","no",27,"yes","no","private","no","yes",12,"yes","no",14,12,"2",37,96,"both","yes"
"238",438,13,5,"other","yes","no",24,"yes","no","private","no","no",9,"yes","no",14,12,"2",32,114,"both","no"
"239",600,12,11,"afam","yes","no",29,"yes","no","private","no","yes",12,"yes","no",9,10,"7",31,54,"step","no"
"240",575,12,8,"afam","yes","no",26,"yes","no","private","no","yes",11,"yes","no",9,10,"7",37,69,"both","no"
"241",389,12,8,"afam","yes","no",26,"yes","no","private","no","no",11,"yes","no",9,10,"7",17,67,"both","no"
"242",795,12,16,"other","no","no",34,"yes","no","private","no","yes",12,"no","no",12,10.25,"5",37,110,"step","no"
"243",471,18,3,"other","yes","no",27,"yes","no","private","no","yes",12,"yes","no",18,16,"1",41,125,"both","yes"
"244",202,17,3,"other","yes","no",26,"yes","no","private","yes","no",10,"yes","no",18,16,"1",38,124,"both","yes"
"245",200,17,1,"other","yes","no",24,"yes","no","private","yes","no",8,"yes","no",18,16,"1",35,NA,"both","yes"
"246",350,17,1,"other","yes","no",24,"yes","no","private","no","no",9,"yes","no",15,17,"1",35,113,"step","yes"
"247",375,14,4,"other","no","no",24,"yes","no","private","no","no",9,"yes","no",10,12,"6",40,100,"both","yes"
"248",481,16,3,"other","yes","no",25,"yes","no","private","no","yes",10,"yes","no",12,9,"5",37,97,"both","yes"
"249",962,18,7,"other","yes","no",31,"yes","no","private","no","no",15,"yes","no",8,8,"8",44,125,"both","yes"
"250",423,15,6,"other","yes","no",27,"yes","no","private","no","no",12,"yes","no",12,12,"3",42,106,"step","yes"
"251",500,15,6,"other","yes","no",27,"yes","no","private","no","no",11,"yes","no",11,12,"6",28,101,"both","yes"
"252",450,9,15,"other","yes","no",30,"yes","no","private","no","yes",8,"yes","no",9.9399995803833,11,"9",37,NA,"both","yes"
"253",476,8,14,"other","yes","no",28,"yes","no","private","no","yes",8,"yes","no",8,9,"8",27,NA,"both","no"
"254",136,12,6,"other","yes","no",24,"yes","no","private","no","no",7,"yes","no",8,9,"8",21,NA,"both","no"
"255",575,12,14,"other","yes","no",32,"yes","no","private","no","yes",12,"no","no",10,9,"7",39,91,"both","yes"
"256",577,12,15,"other","yes","no",33,"yes","no","private","no","yes",11,"no","no",10,8,"8",28,86,"other","yes"
"257",310,12,13,"other","yes","no",31,"yes","no","private","no","yes",12,"yes","no",8,9,"8",32,110,"both","yes"
"258",700,9,15,"other","yes","no",30,"yes","no","private","no","yes",8,"yes","no",12,12,"3",38,NA,"both","no"
"259",1322,14,12,"other","yes","no",32,"yes","no","private","no","yes",14,"no","no",9.9399995803833,12,"4",47,92,"both","yes"
"260",551,10,18,"other","yes","no",34,"yes","no","private","no","yes",10,"no","no",12,9,"5",41,85,"both","no"
"261",881,17,7,"other","yes","no",30,"yes","no","private","no","yes",14,"yes","no",8,8,"8",36,120,"both","yes"
"262",760,12,7,"other","yes","no",25,"yes","no","private","no","yes",9,"yes","no",7,12,"6",27,NA,"both","yes"
"263",708,12,14,"other","yes","no",32,"yes","no","private","no","yes",12,"yes","no",8,11,"8",52,NA,"both","yes"
"264",425,12,8,"other","yes","no",26,"yes","no","private","no","yes",10,"yes","no",8,8,"8",24,NA,"both","yes"
"265",427,12,8,"other","yes","no",26,"yes","no","private","no","no",11,"yes","no",9.9399995803833,9,"9",35,107,"singlemom","yes"
"266",576,16,2,"other","yes","no",24,"yes","no","private","no","no",9,"yes","no",9.9399995803833,9,"9",43,116,"singlemom","yes"
"267",400,9,17,"other","yes","no",32,"yes","no","private","no","no",9,"yes","no",9.9399995803833,4,"9",34,NA,"both","yes"
"268",500,12,13,"other","no","no",31,"yes","no","private","no","yes",8,"yes","no",8,5,"8",30,NA,"both","no"
"269",531,12,10,"other","no","no",28,"yes","no","private","no","yes",8,"yes","no",8,5,"8",29,NA,"both","no"
"270",673,16,6,"other","yes","no",28,"yes","no","private","yes","yes",13,"no","no",12,12,"3",43,121,"both","yes"
"271",577,16,5,"other","yes","yes",27,"yes","no","private","no","no",12,"no","no",12,12,"3",41,112,"both","yes"
"272",325,16,2,"other","yes","no",24,"yes","no","private","no","no",8,"yes","no",16,12,"2",39,NA,"both","yes"
"273",500,11,12,"other","no","no",29,"yes","no","private","no","yes",11,"no","no",7,11,"8",40,NA,"both","yes"
"274",770,12,7,"other","no","no",25,"yes","no","private","no","yes",8,"no","no",7,11,"8",43,100,"both","yes"
"275",500,12,8,"other","yes","no",26,"yes","no","private","no","yes",10,"no","no",7,12,"6",37,112,"both","no"
"276",391,16,6,"other","yes","no",28,"yes","no","private","no","yes",12,"yes","no",14,12,"2",41,108,"both","yes"
"277",810,12,16,"other","yes","no",34,"yes","no","private","no","yes",12,"yes","no",12,10,"5",42,90,"both","yes"
"278",543,9,19,"afam","no","no",34,"yes","yes","public","no","yes",9,"no","no",12,10.25,"5",39,86,"both","yes"
"279",593,9,19,"afam","no","no",34,"yes","yes","public","no","no",8,"no","no",12,12,"3",37,NA,"both","yes"
"280",864,17,2,"other","yes","no",25,"yes","yes","public","no","no",10,"no","no",12,12,"3",40,127,"both","yes"
"281",700,10,12,"afam","no","no",28,"yes","yes","public","no","yes",10,"no","no",9.9399995803833,8,"9",32,86,"both","yes"
"282",510,12,7,"other","no","no",25,"yes","yes","public","no","yes",10,"no","no",12,12,"3",27,113,"both","yes"
"283",615,13,15,"other","yes","no",34,"yes","yes","public","no","no",12,"yes","no",9,12,"6",51,111,"both","yes"
"284",761,14,9,"other","yes","no",29,"yes","yes","public","no","yes",12,"no","no",9,8,"8",41,113,"both","no"
"285",493,10,15,"other","yes","no",31,"yes","yes","private","no","yes",10,"yes","no",9.9399995803833,10.25,"9",32,81,"both","yes"
"286",445,16,2,"other","yes","no",24,"yes","yes","private","no","yes",9,"yes","no",12,12,"3",34,111,"both","yes"
"287",425,12,7,"other","yes","no",25,"yes","yes","private","no","yes",8,"yes","no",8,9,"8",20,NA,"both","yes"
"288",750,16,2,"other","yes","no",24,"yes","yes","private","yes","no",9,"yes","no",12,12,"3",24,112,"both","yes"
"289",700,16,2,"other","yes","no",24,"yes","yes","private","no","yes",9,"yes","no",12,12,"3",30,114,"both","yes"
"290",438,12,6,"other","yes","no",24,"yes","yes","private","no","yes",8,"yes","no",9,9,"7",33,NA,"both","yes"
"291",608,12,11,"other","yes","no",29,"yes","yes","private","no","yes",12,"yes","no",12,12,"3",30,111,"both","yes"
"292",450,13,5,"other","yes","no",24,"yes","yes","private","no","yes",9,"yes","no",7,8,"8",32,106,"both","no"
"293",313,3,17,"other","yes","no",26,"yes","yes","public","no","yes",3,"yes","no",4,0,"8",6,NA,"both","no"
"294",250,7,20,"afam","yes","no",33,"yes","yes","public","no","yes",6,"yes","no",6,5,"8",NA,NA,"both","no"
"295",500,14,13,"other","yes","no",33,"yes","yes","public","no","yes",12,"yes","no",12,12,"3",26,79,"both","no"
"296",365,12,8,"other","yes","no",26,"no","no","none","no","no",10,"no","no",11,12,"6",28,98,"both","yes"
"297",813,12,8,"other","yes","no",26,"no","no","none","no","yes",10,"no","no",10,12,"6",28,105,"both","yes"
"298",326,12,7,"other","no","no",25,"no","no","none","no","no",8,"no","no",10,12,"6",33,NA,"both","yes"
"299",524,12,11,"other","no","no",29,"no","no","none","no","yes",10,"no","no",9.9399995803833,10,"9",29,105,"singlemom","no"
"300",815,13,9,"other","yes","no",28,"no","no","none","no","yes",13,"no","no",9,12,"6",44,118,"both","yes"
"301",750,12,10,"other","yes","no",28,"no","no","none","no","yes",12,"yes","no",11,12,"6",35,100,"step","yes"
"302",525,17,1,"other","yes","no",24,"no","no","none","no","yes",8,"yes","no",9,10,"7",36,NA,"both","yes"
"303",1125,12,14,"other","yes","no",32,"no","no","none","no","yes",12,"yes","no",8,12,"6",38,90,"both","yes"
"304",625,12,10,"other","yes","no",28,"no","no","none","no","no",11,"yes","no",8,9,"8",34,95,"both","yes"
"305",715,14,5,"other","yes","no",25,"no","no","none","no","yes",10,"yes","no",12,12,"3",24,112,"both","yes"
"306",591,12,13,"other","no","no",31,"no","no","none","no","yes",12,"no","no",8,12,"6",32,96,"both","yes"
"307",404,17,4,"other","yes","no",27,"no","no","none","yes","no",12,"yes","no",12,12,"3",37,127,"both","yes"
"308",675,12,10,"other","yes","no",28,"yes","no","private","no","yes",11,"yes","no",10,12,"6",39,120,"both","yes"
"309",444,12,7,"other","yes","no",25,"yes","no","private","no","no",10,"yes","no",10,12,"6",41,123,"both","yes"
"310",488,12,6,"other","yes","no",24,"yes","no","private","no","yes",8,"yes","no",10,12,"6",34,NA,"both","yes"
"311",695,9,19,"other","yes","no",34,"yes","no","private","no","yes",8,"yes","no",10,6,"8",42,NA,"both","yes"
"312",700,12,7,"other","yes","yes",25,"yes","no","private","yes","yes",9,"yes","no",10,12,"6",25,98,"both","no"
"313",325,12,6,"other","yes","yes",24,"yes","no","private","no","yes",6,"yes","no",7,10,"8",24,NA,"both","no"
"314",556,9,10,"other","yes","no",25,"yes","no","private","no","yes",8,"yes","no",12,11,"5",30,NA,"both","yes"
"315",325,12,8,"other","yes","no",26,"yes","yes","public","no","no",10,"yes","no",8,12,"6",25,114,"both","yes"
"316",668,13,7,"other","yes","no",26,"yes","yes","public","no","yes",10,"yes","no",15,16,"1",32,103,"both","yes"
"317",2404,18,7,"other","yes","no",31,"yes","yes","public","no","yes",15,"no","no",18,16,"1",40,121,"both","yes"
"318",758,16,3,"other","yes","no",25,"yes","yes","public","yes","no",9,"yes","no",12,14,"2",38,117,"both","no"
"319",986,16,12,"other","yes","no",34,"yes","yes","public","no","yes",16,"yes","no",12,12,"3",44,90,"both","yes"
"320",577,12,7,"other","yes","no",25,"yes","yes","public","no","yes",9,"yes","no",12,12,"3",32,125,"both","yes"
"321",286,17,6,"other","no","no",29,"yes","yes","public","no","yes",13,"yes","no",12,12,"3",39,104,"both","yes"
"322",231,14,8,"other","yes","yes",28,"yes","yes","public","no","no",11,"yes","no",18,16,"1",40,106,"both","yes"
"323",513,12,7,"other","yes","no",25,"yes","yes","public","no","yes",6,"yes","no",7,10,"8",33,NA,"both","yes"
"324",615,15,7,"other","yes","no",28,"yes","yes","public","no","no",12,"yes","no",9,10,"7",36,122,"both","yes"
"325",700,15,4,"other","yes","no",25,"yes","yes","public","no","yes",9,"yes","no",9,10,"7",43,120,"both","yes"
"326",714,18,9,"other","yes","no",33,"yes","yes","public","no","yes",16,"yes","no",12,7,"5",41,112,"both","yes"
"327",701,9,15,"other","yes","no",30,"yes","yes","public","no","yes",8,"yes","no",8,8,"8",31,NA,"both","no"
"328",462,12,6,"afam","yes","no",24,"yes","yes","public","no","yes",8,"yes","no",7,9,"8",29,NA,"both","yes"
"329",868,18,4,"other","yes","no",28,"yes","yes","private","no","no",13,"yes","no",8,9,"8",34,109,"both","yes"
"330",917,16,7,"other","no","no",29,"yes","yes","private","no","no",14,"yes","no",9,10,"7",46,128,"both","yes"
"331",1065,12,9,"other","yes","no",27,"yes","yes","private","no","yes",12,"yes","no",12,12,"3",35,97,"both","yes"
"332",400,12,11,"other","yes","yes",29,"yes","no","public","no","no",12,"yes","no",12,12,"3",35,96,"both","yes"
"333",640,12,9,"other","yes","no",27,"yes","no","public","no","yes",12,"yes","no",12,12,"3",41,103,"both","yes"
"334",285,13,5,"other","yes","no",24,"yes","no","public","no","no",7,"yes","no",8,8,"8",16,NA,"both","no"
"335",641,17,4,"other","yes","yes",27,"yes","no","public","yes","no",12,"yes","no",12,12,"3",38,127,"both","yes"
"336",389,13,13,"other","yes","no",32,"yes","yes","public","no","yes",12,"yes","no",9.9399995803833,4,"9",21,NA,"both","no"
"337",1010,12,7,"other","yes","no",25,"yes","yes","public","no","yes",10,"yes","no",12,10,"5",29,NA,"both","yes"
"338",817,12,6,"other","no","no",24,"yes","yes","public","no","yes",10,"yes","no",8,12,"6",44,97,"both","yes"
"339",975,17,4,"other","yes","no",27,"yes","yes","public","no","yes",11,"yes","no",10,9,"7",43,120,"both","yes"
"340",750,12,11,"afam","yes","no",29,"yes","yes","public","no","no",12,"yes","no",6,7,"8",21,78,"both","yes"
"341",463,15,3,"other","no","no",24,"yes","yes","public","no","yes",10,"yes","no",7,8,"8",46,118,"both","yes"
"342",1387,12,10,"other","yes","no",28,"yes","yes","public","no","yes",12,"yes","no",12,10.25,"5",NA,NA,"both","yes"
"343",577,12,7,"other","yes","no",25,"yes","yes","public","no","no",10,"yes","no",12,10.25,"5",41,NA,"both","yes"
"344",401,12,9,"other","yes","no",27,"yes","yes","public","no","no",11,"yes","no",11,9,"7",27,89,"both","yes"
"345",320,10,10,"other","yes","no",26,"yes","yes","public","no","yes",9,"yes","no",11,9,"7",24,NA,"both","yes"
"346",514,12,9,"other","yes","no",27,"yes","yes","public","no","yes",10,"yes","no",14,12,"2",36,NA,"both","yes"
"347",208,11,8,"other","yes","no",25,"yes","yes","public","no","no",9,"yes","no",14,12,"2",NA,NA,"both","yes"
"348",1192,17,4,"other","yes","no",27,"yes","yes","public","yes","yes",13,"yes","no",8,6,"8",50,122,"both","yes"
"349",625,14,6,"other","yes","no",26,"yes","yes","public","no","no",11,"yes","no",7,6,"8",33,98,"both","no"
"350",481,17,11,"other","yes","no",34,"yes","yes","public","no","yes",14,"yes","no",7,7,"8",44,NA,"both","no"
"351",714,13,8,"other","yes","no",27,"yes","yes","public","yes","yes",12,"yes","no",12,12,"3",18,101,"both","yes"
"352",625,11,10,"other","yes","no",27,"yes","yes","public","no","yes",10,"yes","no",1,4,"8",30,NA,"both","yes"
"353",553,12,12,"other","yes","no",30,"yes","yes","public","no","yes",12,"yes","no",9.9399995803833,7,"9",39,112,"both","yes"
"354",579,12,16,"other","yes","no",34,"yes","yes","public","no","yes",12,"yes","no",5,2,"8",32,88,"both","yes"
"355",841,18,4,"other","yes","no",28,"yes","yes","public","no","no",13,"yes","no",12,16,"2",52,NA,"both","no"
"356",1923,18,9,"other","yes","no",33,"yes","yes","public","no","yes",17,"yes","no",12,12,"3",48,136,"both","yes"
"357",806,16,4,"other","yes","no",26,"yes","yes","public","no","yes",11,"yes","no",13,10,"5",50,124,"both","yes"
"358",344,12,11,"afam","yes","no",29,"yes","yes","public","no","yes",12,"yes","no",9.9399995803833,6,"9",31,96,"singlemom","no"
"359",962,12,14,"other","yes","no",32,"yes","yes","public","no","yes",12,"yes","no",11,14,"6",39,97,"both","yes"
"360",600,12,14,"other","no","no",32,"yes","yes","public","no","yes",11,"yes","no",10,10,"7",40,NA,"both","yes"
"361",837,18,10,"other","yes","no",34,"yes","yes","public","no","yes",18,"yes","no",12,10,"5",49,107,"both","yes"
"362",625,16,2,"other","yes","no",24,"yes","yes","public","no","no",8,"yes","no",9.9399995803833,10.25,"9",41,NA,"other","yes"
"363",563,16,6,"other","yes","no",28,"yes","yes","public","no","yes",13,"yes","no",9.9399995803833,10.25,"9",41,111,"both","yes"
"364",1410,16,6,"other","yes","no",28,"yes","yes","public","no","yes",12,"yes","no",10,10,"7",43,102,"both","yes"
"365",480,12,7,"other","yes","no",25,"yes","yes","public","no","yes",11,"yes","no",9.9399995803833,12,"4",30,115,"both","yes"
"366",600,12,6,"other","yes","no",24,"yes","yes","public","yes","no",9,"yes","no",7,8,"8",32,94,"both","yes"
"367",300,9,13,"other","yes","no",28,"yes","yes","public","no","yes",8,"yes","no",9.9399995803833,0,"9",30,NA,"singlemom","no"
"368",505,9,10,"other","yes","no",25,"yes","yes","public","no","yes",8,"yes","no",9.9399995803833,0,"9",20,NA,"singlemom","no"
"369",417,14,5,"afam","yes","no",25,"yes","yes","public","no","no",11,"yes","no",7,12,"6",31,92,"both","yes"
"370",300,12,6,"afam","yes","no",24,"yes","yes","public","no","yes",8,"yes","no",7,12,"6",27,NA,"both","yes"
"371",865,18,3,"other","yes","no",27,"yes","yes","public","no","no",11,"yes","no",14,14,"1",37,NA,"both","yes"
"372",300,16,3,"other","yes","no",25,"yes","yes","public","no","no",10,"yes","no",16,13,"1",33,116,"both","yes"
"373",721,12,14,"other","yes","no",32,"yes","yes","public","no","yes",12,"yes","no",9,6,"8",41,101,"both","yes"
"374",856,12,16,"other","yes","no",34,"yes","yes","public","no","yes",11,"yes","no",8,10.25,"9",32,99,"both","yes"
"375",738,10,14,"other","yes","no",30,"yes","yes","public","no","yes",10,"yes","no",10,7,"8",42,106,"both","yes"
"376",1058,17,8,"afam","yes","no",31,"yes","yes","public","no","yes",14,"yes","no",15,12,"2",40,NA,"other","yes"
"377",529,12,14,"afam","yes","no",32,"yes","yes","public","no","no",12,"yes","no",6,8,"8",25,NA,"both","no"
"378",572,11,17,"other","yes","no",34,"yes","yes","public","no","yes",11,"yes","no",6,10.25,"9",30,122,"step","yes"
"379",805,12,14,"other","no","no",32,"yes","yes","public","no","yes",12,"yes","no",9.9399995803833,9,"9",32,88,"both","yes"
"380",400,10,14,"other","yes","no",30,"yes","yes","public","no","no",10,"yes","no",6,8,"8",28,59,"both","yes"
"381",962,18,5,"other","yes","no",29,"yes","yes","public","no","yes",15,"yes","no",12,16,"2",48,126,"both","yes"
"382",817,18,3,"other","yes","no",27,"yes","yes","public","no","no",12,"yes","no",13,16,"1",40,126,"both","yes"
"383",740,13,9,"other","yes","no",28,"yes","yes","public","no","yes",13,"yes","no",14,12,"2",47,NA,"both","yes"
"384",721,18,6,"other","yes","no",30,"yes","yes","public","no","yes",15,"yes","no",12,12,"3",54,105,"both","yes"
"385",913,18,0,"other","yes","no",24,"yes","yes","public","no","no",10,"yes","no",16,16,"1",29,123,"both","yes"
"386",379,17,4,"other","yes","no",27,"yes","yes","public","no","no",12,"yes","no",8,12,"6",30,119,"both","yes"
"387",350,14,6,"other","yes","no",26,"yes","yes","public","no","no",11,"yes","no",8,12,"6",35,108,"other","yes"
"388",694,11,16,"other","yes","no",33,"yes","yes","public","no","no",11,"yes","no",8,8,"8",36,93,"both","yes"
"389",1014,12,14,"other","yes","yes",32,"yes","yes","public","no","no",12,"yes","no",9.9399995803833,12,"4",38,82,"both","yes"
"390",1136,18,10,"other","yes","no",34,"yes","yes","public","no","yes",17,"yes","no",16,16,"1",49,123,"both","yes"
"391",1709,18,6,"other","yes","no",30,"yes","yes","public","no","yes",16,"yes","no",16,16,"1",45,134,"both","yes"
"392",529,12,8,"other","yes","no",26,"yes","yes","public","no","yes",10,"yes","no",12,8,"5",29,84,"both","yes"
"393",673,17,9,"afam","yes","no",32,"yes","yes","public","no","no",16,"yes","no",12,16,"2",38,101,"both","yes"
"394",1010,17,5,"other","yes","no",28,"yes","yes","public","yes","no",13,"yes","no",16,13,"1",45,125,"both","yes"
"395",846,18,4,"other","yes","no",28,"yes","yes","public","no","yes",14,"no","no",17,12,"2",43,117,"both","yes"
